datetime,open,high,low,close,volume
2026-04-24 15:18:00,336.21,336.645,336.21,336.57,49485
2026-04-24 15:19:00,336.631,336.72,336.51,336.65,32986
2026-04-24 15:20:00,336.69,337.0,336.69,337.0,21032
2026-04-24 15:21:00,337.0,337.59,336.985,337.31,60270
2026-04-24 15:22:00,337.33,337.68,337.1701,337.68,46453
2026-04-24 15:23:00,337.69,338.07,337.6798,337.985,43812
2026-04-24 15:24:00,337.94,338.03,337.75,338.0,39628
2026-04-24 15:25:00,338.03,338.77,338.03,338.665,84807
2026-04-24 15:26:00,338.64,338.83,338.45,338.7,87820
2026-04-24 15:27:00,338.705,339.19,338.705,339.09,76007
2026-04-24 15:28:00,339.02,339.07,338.69,338.97,48880
2026-04-24 15:29:00,338.92,338.965,338.61,338.734,26343
2026-04-24 15:30:00,338.72,339.1,338.72,339.06,39331
2026-04-24 15:31:00,339.09,339.1599,338.96,339.05,44658
2026-04-24 15:32:00,339.02,339.1,338.715,339.035,106353
2026-04-24 15:33:00,339.06,339.22,338.965,339.14,82289
2026-04-24 15:34:00,339.18,339.19,338.85,338.88,41081
2026-04-24 15:35:00,338.8401,339.16,338.7,338.7,56735
2026-04-24 15:36:00,338.6429,338.71,338.46,338.48,39301
2026-04-24 15:37:00,338.48,338.49,338.28,338.475,38323
2026-04-24 15:38:00,338.45,338.83,338.3,338.73,36857
2026-04-24 15:39:00,338.78,338.87,338.71,338.81,22688
2026-04-24 15:40:00,338.82,338.86,338.72,338.75,32077
2026-04-24 15:41:00,338.77,338.915,338.7,338.82,25984
2026-04-24 15:42:00,338.8,338.8,338.675,338.7235,20648
2026-04-24 15:43:00,338.695,338.82,338.56,338.765,15074
2026-04-24 15:44:00,338.76,339.66,338.738,339.54,111990
2026-04-24 15:45:00,339.48,339.77,339.26,339.32,102526
2026-04-24 15:46:00,339.29,339.44,339.2,339.335,38617
2026-04-24 15:47:00,339.32,339.7299,339.32,339.69,21904
2026-04-24 15:48:00,339.69,339.93,339.6413,339.79,30517
2026-04-24 15:49:00,339.77,339.963,339.742,339.9501,28708
2026-04-24 15:50:00,339.98,342.39,339.95,341.4,585307
2026-04-24 15:51:00,341.16,341.82,341.1309,341.7,66089
2026-04-24 15:52:00,341.7,341.74,341.16,341.24,56897
2026-04-24 15:53:00,341.1,341.26,340.79,341.26,37933
2026-04-24 15:54:00,341.36,341.53,341.12,341.4411,49463
2026-04-24 15:55:00,341.55,342.37,341.55,342.29,84856
2026-04-24 15:56:00,342.26,342.33,341.8,341.89,84265
2026-04-24 15:57:00,341.8,342.155,341.7,341.74,36652
2026-04-24 15:58:00,341.72,341.72,341.11,341.1837,66906
2026-04-24 15:59:00,341.13,341.64,340.92,341.64,68517
2026-04-24 16:00:00,341.58,341.98,341.44,341.97,64126
2026-04-24 16:01:00,341.99,342.4595,341.82,342.45,89875
2026-04-24 16:02:00,342.455,342.62,342.1801,342.35,55134
2026-04-24 16:03:00,342.385,343.2,342.385,343.15,81173
2026-04-24 16:04:00,343.2151,343.66,343.19,343.61,101463
2026-04-24 16:05:00,343.6699,343.69,342.8224,342.9,89328
2026-04-24 16:06:00,342.9,343.22,342.7801,342.81,49689
2026-04-24 16:07:00,342.815,342.82,342.2601,342.2601,58033
2026-04-24 16:08:00,342.34,342.38,341.9,342.14,48883
2026-04-24 16:09:00,342.09,342.1195,341.6193,341.6193,33012
